date,amount,account_code,account_name,vendor,description,journal_ref
2024-02-21,872.36,6010,Payroll Tax Expense,Citywide Rentals LLC,,JE-10919
2024-10-28,3141.22,6100,Rent Expense,Summit Marketing Group,Equipment lease,JE-10920
2024-08-20,4200.65,2000,Accounts Payable,Acme Supplies Inc,Equipment lease,JE-10921
2024-12-04,1091.07,6800,Insurance Expense,Bayview Logistics,Supplies order,JE-10922
2024-01-28,4286.43,1200,Accounts Receivable,Northstar Utilities,Recurring charge,JE-10923
2024-08-29,5637.87,6000,Salaries Expense,Pacific Office Co,Supplies order,JE-10924
2024-06-26,24786.17,5000,Cost of Goods Sold,Bridgepoint Travel,Equipment lease,JE-10925
2024-03-15,3644.08,6400,Professional Fees,Summit Marketing Group,Equipment lease,JE-10926
2024-11-15,3018.66,6100,Rent Expense,Citywide Rentals LLC,Service rendered,JE-10927
2024-06-10,1302.46,6400,Professional Fees,Greenline Insurance,Reimbursement,JE-10928
2024-08-14,450.12,6700,Software Subscriptions,Acme Supplies Inc,,JE-10929
2024-05-31,1006.18,5000,Cost of Goods Sold,Acme Supplies Inc,Recurring charge,JE-10930
2024-09-09,50.0,5100,Inventory Purchases,Bayview Logistics,Subscription renewal,JE-10931
2024-10-17,2520.07,2000,Accounts Payable,Bayview Logistics,Equipment lease,JE-10932
2024-08-25,7500.0,6900,Repairs & Maintenance,Pacific Office Co,Monthly invoice,JE-10933
2024-07-08,2476.84,5100,Inventory Purchases,Pacific Office Co,Reimbursement,JE-10934
2024-02-21,366.95,6200,Utilities Expense,Vector IT Solutions,Monthly invoice,JE-10935
2024-12-19,228.41,6900,Repairs & Maintenance,Customer B LLC,Routine purchase,JE-10936
2024-07-02,4286.49,4100,Service Revenue,Acme Supplies Inc,Subscription renewal,JE-10937
2024-04-02,285.2,6700,Software Subscriptions,Greenline Insurance,Routine purchase,JE-10938
2024-07-31,396.56,6900,Repairs & Maintenance,Pacific Office Co,Reimbursement,JE-10939
2024-10-14,7807.92,5100,Inventory Purchases,Vector IT Solutions,Vendor payment,JE-10940
2024-08-22,6957.39,6000,Salaries Expense,Northstar Utilities,Equipment lease,JE-10941
2024-07-16,3200.58,5000,Cost of Goods Sold,Bridgepoint Travel,Monthly invoice,JE-10942
2024-05-14,401.06,6700,Software Subscriptions,Customer A Corp,Service rendered,JE-10943
2024-10-20,1068.05,6010,Payroll Tax Expense,Customer B LLC,Monthly invoice,JE-10944
2024-07-11,7500.0,6900,Repairs & Maintenance,Northstar Utilities,Reimbursement,JE-10945
2024-12-02,4926.26,6900,Repairs & Maintenance,Customer D Industries,Equipment lease,JE-10946
2024-12-15,10000.0,6100,Rent Expense,Standard Bank,Reimbursement,JE-10947
2024-12-20,1646.0,7000,Cash Disbursements,Standard Bank,Routine purchase,JE-10948
2024-07-19,8850.02,6000,Salaries Expense,QuickFix Consultants #1929,Recurring charge,JE-10949
2024-09-12,2885.37,6100,Rent Expense,Quantum Software Inc,Recurring charge,JE-10950
2024-04-19,1636.88,6600,Marketing Expense,Bridgepoint Travel,Routine purchase,JE-10951
2024-05-30,272.2,6700,Software Subscriptions,Bridgepoint Travel,Supplies order,JE-10952
2024-11-08,643.18,6900,Repairs & Maintenance,Standard Bank,Subscription renewal,JE-10953
2024-03-25,4178.63,1200,Accounts Receivable,Quantum Software Inc,Recurring charge,JE-10954
2024-11-08,50.0,6300,Office Supplies,Customer C Holdings,Subscription renewal,JE-10955
2024-11-12,377.28,6700,Software Subscriptions,Customer D Industries,Supplies order,JE-10956
2024-04-16,3886.47,6400,Professional Fees,Pacific Office Co,Vendor payment,JE-10957
2024-08-20,4732.32,5100,Inventory Purchases,Customer A Corp,Supplies order,JE-10958
2024-09-12,3463.65,6000,Salaries Expense,Brightway Group #1926,Monthly invoice,JE-10959
2024-05-27,902.61,6400,Professional Fees,Pacific Office Co,Service rendered,JE-10960
2024-05-20,7335.45,6000,Salaries Expense,Bridgepoint Travel,Routine purchase,JE-10961
2024-05-07,2715.15,6100,Rent Expense,Vector IT Solutions,Service rendered,JE-10962
2024-09-19,531.53,7000,Cash Disbursements,Customer C Holdings,Reimbursement,JE-10963
2024-09-05,1769.97,6400,Professional Fees,Acme Supplies Inc,Supplies order,JE-10964
2024-12-30,3076.61,6100,Rent Expense,Standard Bank,Subscription renewal,JE-10965
2024-11-20,3334.65,5100,Inventory Purchases,Vector IT Solutions,Monthly invoice,JE-10966
2024-01-08,2285.97,5000,Cost of Goods Sold,Acme Supplies Inc,Vendor payment,JE-10967
2024-03-05,516.57,6200,Utilities Expense,Quantum Software Inc,Monthly invoice,JE-10968
2024-03-27,583.25,6900,Repairs & Maintenance,Summit Marketing Group,Service rendered,JE-10969
2024-06-18,2802.02,7000,Cash Disbursements,Citywide Rentals LLC,Equipment lease,JE-10970
2024-07-25,2831.97,5000,Cost of Goods Sold,Reliant Repair Services,Subscription renewal,JE-10971
2024-11-21,5989.74,5100,Inventory Purchases,Customer B LLC,Reimbursement,JE-10972
2024-10-20,543.7,6700,Software Subscriptions,Customer A Corp,Service rendered,JE-10973
2024-02-03,299.54,6300,Office Supplies,Pacific Office Co,Reimbursement,JE-10974
2024-10-16,1112.83,7000,Cash Disbursements,Customer B LLC,Reimbursement,JE-10975
2024-05-24,910.96,6010,Payroll Tax Expense,Reliant Repair Services,Reimbursement,JE-10976
2024-07-31,9711.47,4000,Sales Revenue,Customer B LLC,Supplies order,JE-10977
2024-08-30,714.9,5100,Inventory Purchases,Citywide Rentals LLC,Equipment lease,JE-10978
2024-03-20,4563.98,1200,Accounts Receivable,Greenline Insurance,Vendor payment,JE-10979
2024-07-01,669.89,6900,Repairs & Maintenance,Customer D Industries,Service rendered,JE-10980
2024-11-29,52.27,6900,Repairs & Maintenance,Greenline Insurance,Recurring charge,JE-10981
2024-01-09,7459.93,6000,Salaries Expense,Greenline Insurance,Monthly invoice,JE-10982
2024-03-19,50.0,2000,Accounts Payable,Customer B LLC,Supplies order,JE-10983
2024-04-11,195.05,6300,Office Supplies,Customer C Holdings,Supplies order,JE-10984
2024-07-24,561.49,6200,Utilities Expense,Greenline Insurance,Service rendered,JE-10985
2024-02-13,5001.06,4100,Service Revenue,Greenline Insurance,Vendor payment,JE-10986
2024-08-27,5257.2,1200,Accounts Receivable,Bayview Logistics,Supplies order,JE-10987
2024-04-02,4643.31,4100,Service Revenue,Apex Payroll Services,Supplies order,JE-10988
2024-05-28,6286.1,4000,Sales Revenue,Customer D Industries,Subscription renewal,JE-10989
2024-06-17,5042.97,6000,Salaries Expense,Bayview Logistics,Supplies order,JE-10990
2024-02-23,2344.86,5100,Inventory Purchases,Pacific Office Co,Subscription renewal,JE-10991
2024-07-26,1175.56,6800,Insurance Expense,Bridgepoint Travel,Vendor payment,JE-10992
2024-11-03,3053.88,6100,Rent Expense,Customer D Industries,Equipment lease,JE-10993
2024-07-31,4798.1,6400,Professional Fees,Customer A Corp,Routine purchase,JE-10994
2024-05-16,299.97,6300,Office Supplies,Acme Supplies Inc,Vendor payment,JE-10995
2024-08-15,500.0,6900,Repairs & Maintenance,Reliant Repair Services,Service rendered,JE-10996
2024-07-02,505.7,6900,Repairs & Maintenance,Customer C Holdings,Reimbursement,JE-10997
2024-08-29,1211.24,6400,Professional Fees,Bayview Logistics,Service rendered,JE-10998
2024-04-25,1885.65,4000,Sales Revenue,Customer B LLC,Vendor payment,JE-10999
2024-10-20,5721.76,1200,Accounts Receivable,Customer A Corp,Routine purchase,JE-11000
2024-02-09,1073.71,6800,Insurance Expense,Bridgepoint Travel,Equipment lease,JE-11001
2024-10-03,843.84,5100,Inventory Purchases,Customer A Corp,Supplies order,JE-11002
2024-07-11,3761.26,5000,Cost of Goods Sold,Standard Bank,Supplies order,JE-11003
2024-04-15,1167.56,6800,Insurance Expense,Acme Supplies Inc,Service rendered,JE-11004
2024-07-18,3187.68,6100,Rent Expense,Customer C Holdings,Recurring charge,JE-11005
2024-11-18,6898.38,6000,Salaries Expense,Customer D Industries,Subscription renewal,JE-11006
2024-04-08,203.19,6200,Utilities Expense,Customer A Corp,Service rendered,JE-11007
2024-06-08,4057.9,1200,Accounts Receivable,Bridgepoint Travel,Service rendered,JE-11008
2024-08-07,1134.7,6800,Insurance Expense,Customer B LLC,Recurring charge,JE-11009
2024-04-11,8455.27,1200,Accounts Receivable,Acme Supplies Inc,Subscription renewal,JE-11010
2024-10-01,4296.55,6000,Salaries Expense,Customer D Industries,Routine purchase,JE-11011
2024-08-01,468.73,6700,Software Subscriptions,Standard Bank,Service rendered,JE-11012
2024-08-27,4539.26,2000,Accounts Payable,Standard Bank,Equipment lease,JE-11013
2024-06-17,4571.28,4100,Service Revenue,Quantum Software Inc,Vendor payment,JE-11014
2024-05-22,879.76,6010,Payroll Tax Expense,Customer B LLC,Reimbursement,JE-11015
2024-08-14,2554.89,6400,Professional Fees,Apex Payroll Services,Vendor payment,JE-11016
2024-07-15,8265.4,6000,Salaries Expense,Customer D Industries,Recurring charge,JE-11017
2024-08-31,3134.52,4100,Service Revenue,Bayview Logistics,Recurring charge,JE-11018
2024-04-27,3211.74,4000,Sales Revenue,Pacific Office Co,Equipment lease,JE-11019
2024-01-04,698.74,6500,Travel & Entertainment,Acme Supplies Inc,Subscription renewal,JE-11020
2024-02-19,1163.58,6800,Insurance Expense,Apex Payroll Services,Vendor payment,JE-11021
2024-01-24,1160.6,6800,Insurance Expense,Northstar Utilities,Routine purchase,JE-11022
2024-01-28,5392.37,2000,Accounts Payable,Citywide Rentals LLC,Equipment lease,JE-11023
2024-09-23,1086.06,6010,Payroll Tax Expense,Pacific Office Co,Subscription renewal,JE-11024
2024-08-02,635.74,6200,Utilities Expense,Customer C Holdings,Reimbursement,JE-11025
2024-08-26,5000.0,6300,Office Supplies,Northstar Utilities,Subscription renewal,JE-11026
2024-06-19,613.18,6010,Payroll Tax Expense,Bayview Logistics,Equipment lease,JE-11027
2024-03-01,1231.39,6500,Travel & Entertainment,Pacific Office Co,Recurring charge,JE-11028
2024-09-16,478.73,6500,Travel & Entertainment,Customer B LLC,Vendor payment,JE-11029
2024-12-13,21302.05,5100,Inventory Purchases,Quantum Software Inc,Recurring charge,JE-11030
2024-02-21,312.19,6900,Repairs & Maintenance,Citywide Rentals LLC,Vendor payment,JE-11031
2024-12-05,934.21,5000,Cost of Goods Sold,Customer A Corp,Supplies order,JE-11032
2024-11-05,1016.08,6900,Repairs & Maintenance,Citywide Rentals LLC,Reimbursement,JE-11033
2024-01-19,542.31,6700,Software Subscriptions,Greenline Insurance,Routine purchase,JE-11034
2024-04-15,279.39,6300,Office Supplies,Reliant Repair Services,Routine purchase,JE-11035
2024-02-25,2509.91,6400,Professional Fees,Customer D Industries,Equipment lease,JE-11036
2024-06-25,914.27,6900,Repairs & Maintenance,Standard Bank,Routine purchase,JE-11037
2024-12-06,4928.76,5000,Cost of Goods Sold,Vector IT Solutions,Vendor payment,JE-11038
2024-01-17,9705.06,4000,Sales Revenue,Vector IT Solutions,Supplies order,JE-11039
2024-10-15,1191.07,6800,Insurance Expense,Quantum Software Inc,Service rendered,JE-11040
2024-07-26,2742.24,5000,Cost of Goods Sold,Summit Marketing Group,Recurring charge,JE-11041
2024-05-20,614.48,6400,Professional Fees,Acme Supplies Inc,Recurring charge,JE-11042
2024-04-03,1093.09,6800,Insurance Expense,Citywide Rentals LLC,Vendor payment,JE-11043
2024-10-30,4628.14,5000,Cost of Goods Sold,Customer D Industries,Vendor payment,JE-11044
2024-07-19,1138.69,4100,Service Revenue,Northstar Utilities,Recurring charge,JE-11045
2024-05-15,2963.18,2000,Accounts Payable,Citywide Rentals LLC,Subscription renewal,JE-11046
2024-09-27,303.79,6700,Software Subscriptions,Customer A Corp,Equipment lease,JE-11047
2024-04-18,723.95,6500,Travel & Entertainment,Apex Payroll Services,Equipment lease,JE-11048
2024-01-04,2735.01,1200,Accounts Receivable,Pacific Office Co,Vendor payment,JE-11049
2024-07-03,2708.48,4100,Service Revenue,Customer C Holdings,Monthly invoice,JE-11050
2024-09-02,1300.39,6800,Insurance Expense,Standard Bank,Recurring charge,JE-11051
2024-07-23,1248.07,6400,Professional Fees,Vector IT Solutions,Service rendered,JE-11052
2024-03-29,4570.81,7000,Cash Disbursements,Greenline Insurance,Supplies order,JE-11053
2024-12-19,6070.77,4000,Sales Revenue,Pacific Office Co,Monthly invoice,JE-11054
2024-09-27,50.0,6900,Repairs & Maintenance,Greenline Insurance,Subscription renewal,JE-11055
2024-04-29,1721.27,5000,Cost of Goods Sold,Customer B LLC,Recurring charge,JE-11056
2024-08-07,50.0,6900,Repairs & Maintenance,Vector IT Solutions,Subscription renewal,JE-11057
2024-05-30,1888.47,7000,Cash Disbursements,Customer C Holdings,Subscription renewal,JE-11058
2024-01-23,3960.73,5100,Inventory Purchases,Quantum Software Inc,Routine purchase,JE-11059
2024-06-11,1092.02,4000,Sales Revenue,Customer D Industries,Monthly invoice,JE-11060
2024-05-20,1000.0,6300,Office Supplies,Vector IT Solutions,Subscription renewal,JE-11061
2024-11-09,286.84,6300,Office Supplies,Summit Marketing Group,Subscription renewal,JE-11062
2024-12-03,1019.84,6600,Marketing Expense,Customer A Corp,Routine purchase,JE-11063
2024-06-08,2986.21,1200,Accounts Receivable,Northstar Utilities,Monthly invoice,JE-11064
2024-01-18,50.0,1200,Accounts Receivable,Summit Marketing Group,Recurring charge,JE-11065
2024-02-29,4441.34,4000,Sales Revenue,Acme Supplies Inc,Recurring charge,JE-11066
2024-04-15,1917.07,6400,Professional Fees,Acme Supplies Inc,Supplies order,JE-11067
2024-08-22,782.25,6900,Repairs & Maintenance,Customer D Industries,Routine purchase,JE-11068
2024-10-25,6141.19,6000,Salaries Expense,Pacific Office Co,Reimbursement,JE-11069
2024-09-16,347.63,6300,Office Supplies,Standard Bank,Routine purchase,JE-11070
2024-11-08,1070.16,6800,Insurance Expense,Vector IT Solutions,Routine purchase,JE-11071
2024-09-30,50.0,6400,Professional Fees,Customer A Corp,Equipment lease,JE-11072
2024-06-14,375.03,6500,Travel & Entertainment,Greenline Insurance,Recurring charge,JE-11073
2024-12-22,873.89,6900,Repairs & Maintenance,Bridgepoint Travel,Recurring charge,JE-11074
2024-08-19,50.0,6300,Office Supplies,Customer B LLC,Recurring charge,JE-11075
2024-06-07,1189.68,6800,Insurance Expense,Customer A Corp,Subscription renewal,JE-11076
2024-01-26,945.47,6600,Marketing Expense,Customer A Corp,Subscription renewal,JE-11077
2024-10-08,1427.96,6010,Payroll Tax Expense,Customer C Holdings,Equipment lease,JE-11078
2024-07-02,3951.15,5000,Cost of Goods Sold,Customer A Corp,Vendor payment,JE-11079
2024-06-04,876.41,6600,Marketing Expense,Acme Supplies Inc,Reimbursement,JE-11080
2024-06-23,4870.14,5000,Cost of Goods Sold,Standard Bank,Supplies order,JE-11081
2024-09-30,891.95,6400,Professional Fees,Customer C Holdings,Service rendered,JE-11082
2024-05-07,528.0,6700,Software Subscriptions,Quantum Software Inc,Vendor payment,JE-11083
2024-08-12,955.28,1200,Accounts Receivable,Northstar Utilities,Monthly invoice,JE-11084
2024-07-23,3188.62,6100,Rent Expense,Customer A Corp,Equipment lease,JE-11085
2024-11-11,6243.86,6000,Salaries Expense,Customer D Industries,Equipment lease,JE-11086
2024-01-05,7520.27,6000,Salaries Expense,Greenline Insurance,Equipment lease,JE-11087
2024-12-10,2744.07,5100,Inventory Purchases,Customer C Holdings,Reimbursement,JE-11088
2024-04-30,3372.5,7000,Cash Disbursements,Pacific Office Co,Vendor payment,JE-11089
2024-03-15,275.98,6600,Marketing Expense,Acme Supplies Inc,Equipment lease,JE-11090
2024-07-09,4575.32,4100,Service Revenue,Customer D Industries,Routine purchase,JE-11091
2024-11-17,1201.85,4100,Service Revenue,Customer B LLC,Vendor payment,JE-11092
2024-09-07,311.76,6300,Office Supplies,Greenline Insurance,Equipment lease,JE-11093
2024-07-25,1276.27,5000,Cost of Goods Sold,Reliant Repair Services,Service rendered,JE-11094
2024-08-08,1539.72,7000,Cash Disbursements,Customer A Corp,Routine purchase,JE-11095
2024-04-14,5455.32,5100,Inventory Purchases,Customer D Industries,Service rendered,JE-11096
2024-07-31,2868.36,5000,Cost of Goods Sold,Bridgepoint Travel,Reimbursement,JE-11097
2024-06-21,235.77,6300,Office Supplies,Quantum Software Inc,Supplies order,JE-11098
2024-03-20,7646.37,6000,Salaries Expense,Customer C Holdings,Reimbursement,JE-11099
2024-09-07,50.0,7000,Cash Disbursements,Quantum Software Inc,Supplies order,JE-11100
2024-03-14,209.5,6300,Office Supplies,Vista Trading Co #1941,Monthly invoice,JE-11101
2024-11-18,1035.14,6900,Repairs & Maintenance,Vector IT Solutions,Recurring charge,JE-11102
2024-12-21,1129.98,6010,Payroll Tax Expense,Customer D Industries,Recurring charge,JE-11103
2024-08-02,3993.28,7000,Cash Disbursements,Customer B LLC,Service rendered,JE-11104
2024-01-24,3604.76,5000,Cost of Goods Sold,Quantum Software Inc,Equipment lease,JE-11105
2024-03-02,2081.24,5000,Cost of Goods Sold,Vector IT Solutions,Recurring charge,JE-11106
2024-05-22,2698.32,4000,Sales Revenue,Vector IT Solutions,Subscription renewal,JE-11107
2024-09-23,2929.79,6100,Rent Expense,Summit Marketing Group,Monthly invoice,JE-11108
2024-07-19,4188.05,1200,Accounts Receivable,Standard Bank,Service rendered,JE-11109
2024-11-14,467.03,6200,Utilities Expense,Customer B LLC,Subscription renewal,JE-11110
2024-11-26,1159.48,6800,Insurance Expense,Customer A Corp,Service rendered,JE-11111
2024-01-23,2931.92,4000,Sales Revenue,Customer A Corp,Equipment lease,JE-11112
2024-08-28,371.02,6700,Software Subscriptions,Bayview Logistics,Subscription renewal,JE-11113
2024-07-30,4721.49,2000,Accounts Payable,Quantum Software Inc,Reimbursement,JE-11114
2024-07-10,6619.54,7000,Cash Disbursements,Customer A Corp,Monthly invoice,JE-11115
2024-07-31,3673.15,5000,Cost of Goods Sold,Citywide Rentals LLC,Equipment lease,JE-11116
2024-08-14,4197.47,6000,Salaries Expense,Customer C Holdings,Subscription renewal,JE-11117
2024-10-03,259.18,6300,Office Supplies,Customer D Industries,Service rendered,JE-11118
2024-06-16,7442.82,4100,Service Revenue,Summit Marketing Group,Recurring charge,JE-11119
2024-04-29,2862.23,6100,Rent Expense,Vector IT Solutions,Recurring charge,JE-11120
2024-09-03,746.92,6010,Payroll Tax Expense,Customer B LLC,Equipment lease,JE-11121
2024-07-26,268.43,6700,Software Subscriptions,Bayview Logistics,Reimbursement,JE-11122
2024-01-05,657.42,6900,Repairs & Maintenance,Bridgepoint Travel,Subscription renewal,JE-11123
2024-05-30,480.31,6900,Repairs & Maintenance,Vector IT Solutions,Service rendered,JE-11124
2024-04-23,3030.18,6100,Rent Expense,Greenline Insurance,Subscription renewal,JE-11125
2024-06-19,3068.45,7000,Cash Disbursements,Reliant Repair Services,Recurring charge,JE-11126
2024-09-07,2316.91,5000,Cost of Goods Sold,Standard Bank,Reimbursement,JE-11127
2024-11-03,327.46,6200,Utilities Expense,Customer C Holdings,Reimbursement,JE-11128
2024-08-02,504.97,6900,Repairs & Maintenance,Acme Supplies Inc,Subscription renewal,JE-11129
2024-11-06,88.79,6300,Office Supplies,Reliant Repair Services,Routine purchase,JE-11130
2024-07-27,417.05,6200,Utilities Expense,Northstar Utilities,Reimbursement,JE-11131
2024-08-17,4850.0,6200,Utilities Expense,Redrock LLC #1986,,JE-11132
2024-09-20,1769.73,6400,Professional Fees,Standard Bank,Vendor payment,JE-11133
2024-12-23,2088.7,1200,Accounts Receivable,Summit Marketing Group,Subscription renewal,JE-11134
2024-12-10,6817.49,1200,Accounts Receivable,Customer B LLC,Equipment lease,JE-11135
2024-10-24,4880.72,4000,Sales Revenue,Standard Bank,Monthly invoice,JE-11136
2024-09-24,3884.28,2000,Accounts Payable,Customer B LLC,Service rendered,JE-11137
2024-02-20,1190.87,6900,Repairs & Maintenance,Vector IT Solutions,Reimbursement,JE-11138
2024-08-23,431.32,6700,Software Subscriptions,Quantum Software Inc,Routine purchase,JE-11139
2024-05-22,2991.73,6100,Rent Expense,Standard Bank,Service rendered,JE-11140
2024-01-25,2506.0,4100,Service Revenue,Pacific Office Co,Vendor payment,JE-11141
2024-05-29,714.97,6600,Marketing Expense,Northstar Utilities,Monthly invoice,JE-11142
2024-12-12,3026.11,6100,Rent Expense,Customer B LLC,Recurring charge,JE-11143
2024-11-11,23192.06,4000,Sales Revenue,Vector IT Solutions,Monthly invoice,JE-11144
2024-09-05,1887.88,6600,Marketing Expense,Customer D Industries,Subscription renewal,JE-11145
2024-09-18,353.25,6600,Marketing Expense,Bayview Logistics,Subscription renewal,JE-11146
2024-09-20,847.19,6010,Payroll Tax Expense,Bayview Logistics,Supplies order,JE-11147
2024-11-11,8302.83,6000,Salaries Expense,Quantum Software Inc,Reimbursement,JE-11148
2024-03-07,50.0,4100,Service Revenue,Acme Supplies Inc,Reimbursement,JE-11149
2024-08-20,4453.06,5100,Inventory Purchases,Customer C Holdings,Supplies order,JE-11150
2024-08-28,1594.49,5000,Cost of Goods Sold,Customer D Industries,Routine purchase,JE-11151
2024-04-01,1308.92,6400,Professional Fees,Reliant Repair Services,Routine purchase,JE-11152
2024-04-12,3935.16,5100,Inventory Purchases,Reliant Repair Services,Subscription renewal,JE-11153
2024-05-27,2976.11,6100,Rent Expense,Citywide Rentals LLC,Supplies order,JE-11154
2024-10-03,2969.91,5000,Cost of Goods Sold,Bridgepoint Travel,Subscription renewal,JE-11155
2024-05-07,6640.13,5000,Cost of Goods Sold,Quantum Software Inc,Equipment lease,JE-11156
2024-04-01,6532.26,6000,Salaries Expense,Customer C Holdings,Routine purchase,JE-11157
2024-02-07,2845.47,6400,Professional Fees,Customer D Industries,Service rendered,JE-11158
2024-02-28,3341.05,7000,Cash Disbursements,Bridgepoint Travel,Reimbursement,JE-11159
2024-09-12,1158.92,6010,Payroll Tax Expense,Bridgepoint Travel,Vendor payment,JE-11160
2024-11-01,382.73,2000,Accounts Payable,Quantum Software Inc,Recurring charge,JE-11161
2024-12-10,416.31,6200,Utilities Expense,Greenline Insurance,Monthly invoice,JE-11162
2024-10-26,959.76,6800,Insurance Expense,Pacific Office Co,Service rendered,JE-11163
2024-05-06,1285.87,6600,Marketing Expense,Pacific Office Co,Service rendered,JE-11164
2024-01-31,213.14,6300,Office Supplies,Citywide Rentals LLC,Monthly invoice,JE-11165
2024-07-22,1483.49,6600,Marketing Expense,Reliant Repair Services,Monthly invoice,JE-11166
2024-03-15,3161.13,5000,Cost of Goods Sold,Customer D Industries,Equipment lease,JE-11167
2024-05-04,4850.0,6600,Marketing Expense,Vista Trading Co #1994,,JE-11168
2024-12-05,2211.84,5000,Cost of Goods Sold,Quantum Software Inc,Reimbursement,JE-11169
2024-03-05,296.12,7000,Cash Disbursements,Bayview Logistics,Subscription renewal,JE-11170
2024-04-23,997.94,6800,Insurance Expense,Vector IT Solutions,Service rendered,JE-11171
2024-01-08,846.66,6600,Marketing Expense,Apex Payroll Services,Vendor payment,JE-11172
2024-05-06,187.5,6300,Office Supplies,Customer D Industries,Service rendered,JE-11173
2024-12-26,2971.34,5000,Cost of Goods Sold,Apex Payroll Services,Supplies order,JE-11174
2024-06-04,1826.53,6600,Marketing Expense,Bridgepoint Travel,Reimbursement,JE-11175
2024-07-22,6313.95,1200,Accounts Receivable,Pacific Office Co,Reimbursement,JE-11176
2024-02-22,5292.77,5100,Inventory Purchases,Acme Supplies Inc,Supplies order,JE-11177
2024-04-17,418.6,6200,Utilities Expense,Customer C Holdings,Routine purchase,JE-11178
2024-03-28,3024.49,6000,Salaries Expense,Greenline Insurance,Subscription renewal,JE-11179
2024-09-24,1113.85,6400,Professional Fees,Acme Supplies Inc,Monthly invoice,JE-11180
2024-12-18,3004.38,6100,Rent Expense,Greenline Insurance,Supplies order,JE-11181
2024-05-07,1393.37,6010,Payroll Tax Expense,Quantum Software Inc,Recurring charge,JE-11182
2024-10-11,2151.92,1200,Accounts Receivable,Bridgepoint Travel,Reimbursement,JE-11183
2024-06-07,5167.31,6000,Salaries Expense,Summit Marketing Group,Vendor payment,JE-11184
2024-07-25,50.0,6400,Professional Fees,Vista Trading Co #1920,Reimbursement,JE-11185
2024-04-25,1656.63,6600,Marketing Expense,Reliant Repair Services,Supplies order,JE-11186
2024-02-08,1162.33,6010,Payroll Tax Expense,Customer A Corp,Routine purchase,JE-11187
2024-12-03,4922.65,6800,Insurance Expense,Customer C Holdings,Recurring charge,JE-11188
2024-06-19,1116.02,6800,Insurance Expense,Customer B LLC,Monthly invoice,JE-11189
2024-03-14,5281.37,1200,Accounts Receivable,Bayview Logistics,Vendor payment,JE-11190
2024-04-01,511.52,5000,Cost of Goods Sold,Bayview Logistics,Recurring charge,JE-11191
2024-09-30,2954.99,6100,Rent Expense,Summit Marketing Group,Routine purchase,JE-11192
2024-04-05,827.06,6900,Repairs & Maintenance,Summit Marketing Group,Reimbursement,JE-11193
2024-09-13,5441.74,1200,Accounts Receivable,Acme Supplies Inc,Equipment lease,JE-11194
2024-03-06,5401.43,4000,Sales Revenue,Standard Bank,Recurring charge,JE-11195
2024-05-05,1622.59,6400,Professional Fees,Vector IT Solutions,Service rendered,JE-11196
2024-05-10,1163.29,6010,Payroll Tax Expense,Reliant Repair Services,Routine purchase,JE-11197
2024-01-12,2223.37,5100,Inventory Purchases,Standard Bank,Supplies order,JE-11198
2024-05-21,5169.36,5000,Cost of Goods Sold,Quantum Software Inc,Supplies order,JE-11199
2024-06-09,2144.8,1200,Accounts Receivable,Quantum Software Inc,Supplies order,JE-11200
2024-12-17,3270.27,1200,Accounts Receivable,Quantum Software Inc,Recurring charge,JE-11201
2024-08-05,4542.39,2000,Accounts Payable,Customer C Holdings,Recurring charge,JE-11202
2024-12-19,71.1,6600,Marketing Expense,Bridgepoint Travel,Recurring charge,JE-11203
2024-05-23,1747.28,6600,Marketing Expense,Summit Marketing Group,Reimbursement,JE-11204
2024-08-25,1733.72,7000,Cash Disbursements,Customer C Holdings,Vendor payment,JE-11205
2024-02-22,1237.78,6010,Payroll Tax Expense,Bridgepoint Travel,Reimbursement,JE-11206
2024-02-06,4122.76,2000,Accounts Payable,Greenline Insurance,Service rendered,JE-11207
2024-04-08,559.98,6500,Travel & Entertainment,Reliant Repair Services,Equipment lease,JE-11208
2024-01-12,183.84,6500,Travel & Entertainment,Customer A Corp,Monthly invoice,JE-11209
2024-09-23,3154.21,6100,Rent Expense,Bayview Logistics,Monthly invoice,JE-11210
2024-11-11,527.48,6300,Office Supplies,Customer D Industries,Recurring charge,JE-11211
2024-07-13,1963.92,6600,Marketing Expense,Pacific Office Co,Vendor payment,JE-11212
2024-11-17,4130.86,2000,Accounts Payable,Northstar Utilities,Recurring charge,JE-11213
2024-12-26,89.34,6300,Office Supplies,Bridgepoint Travel,Service rendered,JE-11214
2024-11-22,50.0,5100,Inventory Purchases,Standard Bank,Routine purchase,JE-11215
2024-03-07,3789.41,4000,Sales Revenue,Summit Marketing Group,Routine purchase,JE-11216
2024-12-16,311.48,6700,Software Subscriptions,Reliant Repair Services,Monthly invoice,JE-11217
2024-02-14,300.78,6900,Repairs & Maintenance,Apex Payroll Services,Equipment lease,JE-11218
2024-01-03,6349.16,1200,Accounts Receivable,Greenline Insurance,Equipment lease,JE-11219
2024-01-17,3114.55,6400,Professional Fees,Citywide Rentals LLC,Subscription renewal,JE-11220
2024-08-19,7774.25,4000,Sales Revenue,Quantum Software Inc,Monthly invoice,JE-11221
2024-11-01,4779.29,4000,Sales Revenue,Summit Marketing Group,Service rendered,JE-11222
2024-03-21,8857.67,6000,Salaries Expense,Acme Supplies Inc,Subscription renewal,JE-11223
2024-10-23,5448.58,2000,Accounts Payable,Apex Payroll Services,Equipment lease,JE-11224
