date,amount,debit_amount,credit_amount,account_code,account_name,vendor,description,journal_ref,dr_cr_pattern
2024-08-02,141.8,141.8,0.0,6300,Office Supplies,Customer A Corp,Recurring charge,JE-11520,non_standard
2024-07-15,1224.79,1224.79,0.0,6800,Insurance Expense,Vector IT Solutions,Equipment lease,JE-11521,non_standard
2024-11-26,504.74,504.74,0.0,6200,Utilities Expense,Customer A Corp,Recurring charge,JE-11522,non_standard
2024-12-02,573.8,573.8,0.0,6700,Software Subscriptions,Vector IT Solutions,Routine purchase,JE-11523,non_standard
2024-11-27,415.48,415.48,0.0,6900,Repairs & Maintenance,Summit Marketing Group,Routine purchase,JE-11524,non_standard
2024-11-11,5682.74,5682.74,0.0,6000,Salaries Expense,Summit Marketing Group,Service rendered,JE-11525,standard
2024-11-28,5172.17,5172.17,0.0,6000,Salaries Expense,Bridgepoint Travel,Routine purchase,JE-11526,standard
2024-02-07,1248.54,1248.54,0.0,6800,Insurance Expense,Greenline Insurance,Reimbursement,JE-11527,non_standard
2024-09-25,372.97,372.97,0.0,6700,Software Subscriptions,Quantum Software Inc,Recurring charge,JE-11528,non_standard
2024-12-13,658.8,658.8,0.0,6500,Travel & Entertainment,Pacific Office Co,Reimbursement,JE-11529,non_standard
2024-03-12,50.0,50.0,0.0,6300,Office Supplies,Vector IT Solutions,Subscription renewal,JE-11530,non_standard
2024-06-07,1300.17,0.0,1300.17,4100,Service Revenue,Apex Payroll Services,Vendor payment,JE-11531,standard
2024-03-25,780.4,0.0,780.4,2000,Accounts Payable,Summit Marketing Group,Subscription renewal,JE-11532,standard
2024-07-05,631.5,631.5,0.0,6500,Travel & Entertainment,Pacific Office Co,Service rendered,JE-11533,non_standard
2024-08-21,899.49,899.49,0.0,6600,Marketing Expense,Reliant Repair Services,Reimbursement,JE-11534,non_standard
2024-01-04,3049.71,3049.71,0.0,5100,Inventory Purchases,Standard Bank,Reimbursement,JE-11535,standard
2024-07-24,500.0,500.0,0.0,6500,Travel & Entertainment,Pacific Office Co,Equipment lease,JE-11536,non_standard
2024-10-30,2586.43,2586.43,0.0,5000,Cost of Goods Sold,Greenline Insurance,Routine purchase,JE-11537,non_standard
2024-04-12,3107.36,3107.36,0.0,6100,Rent Expense,Citywide Rentals LLC,Supplies order,JE-11538,non_standard
2024-07-10,373.87,373.87,0.0,6900,Repairs & Maintenance,Pacific Office Co,Equipment lease,JE-11539,non_standard
2024-07-12,692.49,692.49,0.0,6010,Payroll Tax Expense,Bridgepoint Travel,Supplies order,JE-11540,standard
2024-09-16,433.9,433.9,0.0,6200,Utilities Expense,Echo Services #1904,Recurring charge,JE-11541,non_standard
2024-09-12,3114.88,3114.88,0.0,6100,Rent Expense,Citywide Rentals LLC,Service rendered,JE-11542,non_standard
2024-04-07,1263.7,1263.7,0.0,6800,Insurance Expense,Quantum Software Inc,Reimbursement,JE-11543,non_standard
2024-09-07,1059.86,1059.86,0.0,6800,Insurance Expense,Customer B LLC,Supplies order,JE-11544,non_standard
2024-11-19,2885.52,2885.52,0.0,5000,Cost of Goods Sold,Customer C Holdings,Service rendered,JE-11545,non_standard
2024-09-12,1009.49,1009.49,0.0,6800,Insurance Expense,Reliant Repair Services,Equipment lease,JE-11546,non_standard
2024-04-04,458.37,458.37,0.0,6700,Software Subscriptions,Reliant Repair Services,Recurring charge,JE-11547,non_standard
2024-03-19,971.02,971.02,0.0,6010,Payroll Tax Expense,Customer C Holdings,Equipment lease,JE-11548,standard
2024-08-16,6915.94,6915.94,0.0,1200,Accounts Receivable,Pacific Office Co,Equipment lease,JE-11549,standard
2024-02-21,2122.38,2122.38,0.0,6400,Professional Fees,Citywide Rentals LLC,Supplies order,JE-11550,standard
2024-07-02,4793.73,4793.73,0.0,5000,Cost of Goods Sold,Standard Bank,Vendor payment,JE-11551,non_standard
2024-07-15,2032.31,2032.31,0.0,6600,Marketing Expense,Standard Bank,Supplies order,JE-11552,non_standard
2024-03-21,7481.32,7481.32,0.0,6000,Salaries Expense,Summit Marketing Group,Vendor payment,JE-11553,standard
2024-12-16,1038.65,1038.65,0.0,6800,Insurance Expense,Customer D Industries,Recurring charge,JE-11554,non_standard
2024-01-06,6782.5,0.0,6782.5,4000,Sales Revenue,Apex Payroll Services,Equipment lease,JE-11555,standard
2024-11-04,2556.13,2556.13,0.0,5100,Inventory Purchases,Citywide Rentals LLC,Service rendered,JE-11556,standard
2024-02-15,4121.22,0.0,4121.22,4000,Sales Revenue,Reliant Repair Services,Subscription renewal,JE-11557,standard
2024-02-23,591.82,591.82,0.0,6010,Payroll Tax Expense,Vista Trading Co #1908,Monthly invoice,JE-11558,standard
2024-10-17,336.56,336.56,0.0,6300,Office Supplies,Quantum Software Inc,Service rendered,JE-11559,non_standard
2024-11-29,1950.55,1950.55,0.0,5000,Cost of Goods Sold,Pacific Office Co,Monthly invoice,JE-11560,non_standard
2024-12-30,50.0,50.0,0.0,6500,Travel & Entertainment,Customer A Corp,Recurring charge,JE-11561,non_standard
2024-09-23,1643.59,1643.59,0.0,7000,Cash Disbursements,Customer D Industries,Equipment lease,JE-11562,standard
2024-12-31,542.04,542.04,0.0,6500,Travel & Entertainment,Citywide Rentals LLC,Subscription renewal,JE-11563,non_standard
2024-12-19,4178.98,0.0,4178.98,4100,Service Revenue,Bridgepoint Travel,Service rendered,JE-11564,standard
2024-04-23,6964.5,0.0,6964.5,4000,Sales Revenue,Customer B LLC,Supplies order,JE-11565,standard
2024-12-31,1116.68,1116.68,0.0,6010,Payroll Tax Expense,Northstar Utilities,Recurring charge,JE-11566,standard
2024-10-09,1308.83,1308.83,0.0,6400,Professional Fees,Acme Supplies Inc,Subscription renewal,JE-11567,standard
2024-01-05,555.18,555.18,0.0,6200,Utilities Expense,Pacific Office Co,Equipment lease,JE-11568,non_standard
2024-09-20,412.92,412.92,0.0,6200,Utilities Expense,Greenline Insurance,Equipment lease,JE-11569,non_standard
2024-12-30,7223.76,7223.76,0.0,5100,Inventory Purchases,Customer B LLC,Equipment lease,JE-11570,standard
2024-11-04,1120.22,1120.22,0.0,6800,Insurance Expense,Quantum Software Inc,Equipment lease,JE-11571,non_standard
2024-08-06,1629.8,0.0,1629.8,2000,Accounts Payable,Customer C Holdings,Service rendered,JE-11572,standard
2024-02-16,3326.2,3326.2,0.0,7000,Cash Disbursements,Customer D Industries,Reimbursement,JE-11573,standard
2024-05-04,1959.73,1959.73,0.0,5000,Cost of Goods Sold,Customer B LLC,Recurring charge,JE-11574,non_standard
2024-07-12,234.79,234.79,0.0,6700,Software Subscriptions,Customer A Corp,Vendor payment,JE-11575,non_standard
2024-11-18,6031.45,6031.45,0.0,1200,Accounts Receivable,Standard Bank,Vendor payment,JE-11576,standard
2024-01-29,230.19,230.19,0.0,6500,Travel & Entertainment,Bayview Logistics,Subscription renewal,JE-11577,non_standard
2024-03-25,3042.41,3042.41,0.0,6100,Rent Expense,Quantum Software Inc,,JE-11578,non_standard
2024-03-30,24850.0,24850.0,0.0,6700,Software Subscriptions,Redrock LLC #1991,,JE-11579,non_standard
2024-07-12,104.04,104.04,0.0,6300,Office Supplies,Pacific Office Co,Vendor payment,JE-11580,non_standard
2024-12-14,4850.0,0.0,4850.0,4000,Sales Revenue,Redrock LLC #1984,,JE-11581,standard
2024-10-22,501.98,501.98,0.0,6200,Utilities Expense,Greenline Insurance,Monthly invoice,JE-11582,non_standard
2024-06-03,850.62,850.62,0.0,6500,Travel & Entertainment,Acme Supplies Inc,Supplies order,JE-11583,non_standard
2024-05-29,4000.28,0.0,4000.28,2000,Accounts Payable,Greenline Insurance,Equipment lease,JE-11584,standard
2024-11-09,237.93,237.93,0.0,6700,Software Subscriptions,Standard Bank,Monthly invoice,JE-11585,non_standard
2024-04-11,7028.57,7028.57,0.0,6000,Salaries Expense,Customer D Industries,Recurring charge,JE-11586,standard
2024-01-17,298.08,298.08,0.0,6200,Utilities Expense,Quantum Software Inc,Recurring charge,JE-11587,non_standard
2024-10-16,50.0,50.0,0.0,7000,Cash Disbursements,Customer B LLC,Supplies order,JE-11588,standard
2024-08-23,4984.37,4984.37,0.0,1200,Accounts Receivable,Quantum Software Inc,Monthly invoice,JE-11589,standard
2024-12-29,50.0,0.0,50.0,4100,Service Revenue,Greenline Insurance,Reimbursement,JE-11590,non_standard
2024-02-11,536.56,536.56,0.0,6200,Utilities Expense,Pacific Office Co,Vendor payment,JE-11591,non_standard
2024-07-03,50.0,50.0,0.0,6300,Office Supplies,Customer B LLC,Reimbursement,JE-11592,non_standard
2024-01-05,595.27,595.27,0.0,6900,Repairs & Maintenance,Acme Supplies Inc,Reimbursement,JE-11593,non_standard
2024-05-17,930.42,930.42,0.0,6900,Repairs & Maintenance,Customer B LLC,Monthly invoice,JE-11594,non_standard
2024-11-10,5133.17,5133.17,0.0,5100,Inventory Purchases,Pacific Office Co,Subscription renewal,JE-11595,standard
2024-05-13,3953.77,3953.77,0.0,6000,Salaries Expense,Apex Payroll Services,Reimbursement,JE-11596,standard
2024-08-13,6295.78,6295.78,0.0,6000,Salaries Expense,Summit Marketing Group,Reimbursement,JE-11597,standard
2024-01-09,799.08,799.08,0.0,6500,Travel & Entertainment,Customer A Corp,Vendor payment,JE-11598,non_standard
2024-11-24,570.8,570.8,0.0,6300,Office Supplies,Acme Supplies Inc,Recurring charge,JE-11599,non_standard
2024-10-16,5014.62,5014.62,0.0,6000,Salaries Expense,Customer A Corp,Vendor payment,JE-11600,standard
2024-10-11,892.6,892.6,0.0,6500,Travel & Entertainment,Customer A Corp,Subscription renewal,JE-11601,non_standard
2024-04-12,3726.43,3726.43,0.0,1200,Accounts Receivable,Reliant Repair Services,Equipment lease,JE-11602,standard
2024-05-20,532.45,532.45,0.0,6700,Software Subscriptions,Acme Supplies Inc,Monthly invoice,JE-11603,non_standard
2024-05-30,1667.81,1667.81,0.0,5100,Inventory Purchases,Customer B LLC,Routine purchase,JE-11604,standard
2024-08-23,1230.52,1230.52,0.0,6600,Marketing Expense,Pacific Office Co,Equipment lease,JE-11605,non_standard
2024-09-17,1487.76,1487.76,0.0,1200,Accounts Receivable,Customer D Industries,Supplies order,JE-11606,standard
2024-10-17,2865.05,2865.05,0.0,6500,Travel & Entertainment,Customer A Corp,Recurring charge,JE-11607,non_standard
2024-12-12,632.8,632.8,0.0,6500,Travel & Entertainment,Apex Payroll Services,Reimbursement,JE-11608,non_standard
2024-03-08,1675.72,1675.72,0.0,6600,Marketing Expense,Bayview Logistics,Supplies order,JE-11609,non_standard
2024-12-09,105.65,105.65,0.0,6700,Software Subscriptions,Reliant Repair Services,Equipment lease,JE-11610,non_standard
2024-10-04,50.0,50.0,0.0,7000,Cash Disbursements,Bridgepoint Travel,Routine purchase,JE-11611,standard
2024-03-21,7209.15,0.0,7209.15,4000,Sales Revenue,Bayview Logistics,Supplies order,JE-11612,standard
2024-02-07,1310.12,1310.12,0.0,6010,Payroll Tax Expense,Summit Marketing Group,Monthly invoice,JE-11613,standard
2024-02-27,301.19,301.19,0.0,6900,Repairs & Maintenance,Quantum Software Inc,Routine purchase,JE-11614,non_standard
2024-03-25,1204.56,1204.56,0.0,6800,Insurance Expense,Quantum Software Inc,Equipment lease,JE-11615,non_standard
2024-12-23,2812.58,0.0,2812.58,2000,Accounts Payable,Bayview Logistics,Vendor payment,JE-11616,standard
2024-07-09,837.55,837.55,0.0,6010,Payroll Tax Expense,Greenline Insurance,Supplies order,JE-11617,standard
2024-09-03,2500.0,2500.0,0.0,6800,Insurance Expense,Bridgepoint Travel,Equipment lease,JE-11618,non_standard
2024-03-10,1350.83,1350.83,0.0,5100,Inventory Purchases,Customer B LLC,Monthly invoice,JE-11619,standard
2024-07-25,75.83,75.83,0.0,6700,Software Subscriptions,Bridgepoint Travel,Routine purchase,JE-11620,non_standard
2024-09-28,2911.63,0.0,2911.63,4000,Sales Revenue,Bridgepoint Travel,Reimbursement,JE-11621,standard
2024-12-02,517.45,517.45,0.0,6700,Software Subscriptions,Customer D Industries,Subscription renewal,JE-11622,non_standard
2024-02-24,3092.78,3092.78,0.0,6100,Rent Expense,Reliant Repair Services,Equipment lease,JE-11623,non_standard
2024-07-31,557.78,557.78,0.0,6300,Office Supplies,Apex Payroll Services,Subscription renewal,JE-11624,non_standard
2024-09-16,3550.12,3550.12,0.0,5100,Inventory Purchases,Bayview Logistics,Reimbursement,JE-11625,standard
2024-08-15,1797.86,1797.86,0.0,5000,Cost of Goods Sold,Standard Bank,Monthly invoice,JE-11626,non_standard
2024-06-03,530.06,530.06,0.0,6500,Travel & Entertainment,Pacific Office Co,Recurring charge,JE-11627,non_standard
2024-07-31,6264.22,6264.22,0.0,5100,Inventory Purchases,Greenline Insurance,Routine purchase,JE-11628,standard
2024-01-15,640.57,640.57,0.0,6600,Marketing Expense,Pacific Office Co,Routine purchase,JE-11629,non_standard
2024-02-28,445.57,445.57,0.0,7000,Cash Disbursements,Bayview Logistics,Recurring charge,JE-11630,standard
2024-06-18,6911.27,6911.27,0.0,6000,Salaries Expense,Pacific Office Co,Vendor payment,JE-11631,standard
2024-04-26,982.1,982.1,0.0,6800,Insurance Expense,Acme Supplies Inc,Recurring charge,JE-11632,non_standard
2024-04-23,3140.93,3140.93,0.0,6100,Rent Expense,Vector IT Solutions,Service rendered,JE-11633,non_standard
2024-11-01,1097.1,1097.1,0.0,6800,Insurance Expense,Summit Marketing Group,Vendor payment,JE-11634,non_standard
2024-02-29,1126.85,1126.85,0.0,6800,Insurance Expense,Northstar Utilities,Monthly invoice,JE-11635,non_standard
2024-08-09,6097.16,0.0,6097.16,2000,Accounts Payable,Customer D Industries,Subscription renewal,JE-11636,standard
2024-12-19,347.99,347.99,0.0,6500,Travel & Entertainment,Apex Payroll Services,Service rendered,JE-11637,non_standard
2024-09-15,1767.45,1767.45,0.0,5100,Inventory Purchases,Summit Marketing Group,Recurring charge,JE-11638,standard
2024-08-23,771.76,771.76,0.0,6600,Marketing Expense,Customer C Holdings,Subscription renewal,JE-11639,non_standard
2024-10-12,2004.29,0.0,2004.29,4100,Service Revenue,Apex Payroll Services,Recurring charge,JE-11640,standard
2024-09-23,4931.77,0.0,4931.77,2000,Accounts Payable,Northstar Utilities,Supplies order,JE-11641,standard
2024-11-26,645.73,645.73,0.0,6900,Repairs & Maintenance,Customer C Holdings,Vendor payment,JE-11642,non_standard
2024-11-06,1427.05,1427.05,0.0,6600,Marketing Expense,Pacific Office Co,Monthly invoice,JE-11643,non_standard
2024-12-10,329.66,329.66,0.0,6200,Utilities Expense,Bridgepoint Travel,Service rendered,JE-11644,non_standard
2024-05-08,744.05,744.05,0.0,6600,Marketing Expense,Quantum Software Inc,Equipment lease,JE-11645,non_standard
2024-03-17,50.0,50.0,0.0,6300,Office Supplies,Customer D Industries,Equipment lease,JE-11646,non_standard
2024-01-14,812.19,812.19,0.0,6010,Payroll Tax Expense,Customer C Holdings,Service rendered,JE-11647,standard
2024-08-29,1286.24,1286.24,0.0,6600,Marketing Expense,Summit Marketing Group,Routine purchase,JE-11648,non_standard
2024-04-29,3338.6,0.0,3338.6,2000,Accounts Payable,Quantum Software Inc,Subscription renewal,JE-11649,standard
2024-04-19,3301.02,3301.02,0.0,7000,Cash Disbursements,Customer A Corp,Monthly invoice,JE-11650,standard
2024-04-28,651.65,651.65,0.0,6900,Repairs & Maintenance,Northstar Utilities,Service rendered,JE-11651,non_standard
2024-03-25,1851.68,1851.68,0.0,6400,Professional Fees,Apex Payroll Services,Reimbursement,JE-11652,standard
2024-02-13,2908.82,2908.82,0.0,6900,Repairs & Maintenance,Quantum Software Inc,Service rendered,JE-11653,non_standard
2024-08-28,3570.68,3570.68,0.0,5000,Cost of Goods Sold,Summit Marketing Group,Reimbursement,JE-11654,non_standard
2024-02-22,2667.46,2667.46,0.0,5000,Cost of Goods Sold,Pacific Office Co,,JE-11655,non_standard
2024-01-10,875.49,875.49,0.0,6500,Travel & Entertainment,Greenline Insurance,Monthly invoice,JE-11656,non_standard
2024-06-19,531.94,531.94,0.0,6200,Utilities Expense,Standard Bank,,JE-11657,non_standard
2024-08-23,2654.95,0.0,2654.95,4100,Service Revenue,Northstar Utilities,Recurring charge,JE-11658,standard
2024-07-29,710.39,710.39,0.0,6200,Utilities Expense,Greenline Insurance,Routine purchase,JE-11659,non_standard
2024-12-20,2842.91,2842.91,0.0,6100,Rent Expense,Brightway Group #1906,Reimbursement,JE-11660,non_standard
2024-06-24,2648.87,2648.87,0.0,6400,Professional Fees,Bayview Logistics,Subscription renewal,JE-11661,standard
2024-06-27,425.69,425.69,0.0,7000,Cash Disbursements,Summit Marketing Group,Supplies order,JE-11662,standard
2024-04-16,5061.68,0.0,5061.68,2000,Accounts Payable,Citywide Rentals LLC,Service rendered,JE-11663,standard
2024-07-26,3883.01,3883.01,0.0,5100,Inventory Purchases,Northstar Utilities,Reimbursement,JE-11664,standard
2024-11-25,2782.48,0.0,2782.48,2000,Accounts Payable,Customer A Corp,Recurring charge,JE-11665,standard
2024-09-30,1063.62,1063.62,0.0,6800,Insurance Expense,Acme Supplies Inc,Monthly invoice,JE-11666,non_standard
2024-06-24,2968.85,2968.85,0.0,6600,Marketing Expense,Apex Payroll Services,Vendor payment,JE-11667,non_standard
2024-01-10,1181.51,0.0,1181.51,2000,Accounts Payable,Pacific Office Co,Recurring charge,JE-11668,standard
2024-01-15,3157.55,3157.55,0.0,5100,Inventory Purchases,Customer D Industries,,JE-11669,standard
2024-09-05,8363.55,0.0,8363.55,4000,Sales Revenue,Greenline Insurance,Service rendered,JE-11670,standard
2024-07-16,484.81,484.81,0.0,6200,Utilities Expense,Bayview Logistics,Reimbursement,JE-11671,non_standard
2024-12-12,3342.5,3342.5,0.0,7000,Cash Disbursements,Northstar Utilities,Reimbursement,JE-11672,standard
2024-08-22,50.0,50.0,0.0,6400,Professional Fees,Acme Supplies Inc,Monthly invoice,JE-11673,standard
2024-05-22,4163.06,0.0,4163.06,4000,Sales Revenue,Apex Payroll Services,Monthly invoice,JE-11674,standard
2024-06-07,721.28,721.28,0.0,6900,Repairs & Maintenance,Customer C Holdings,Equipment lease,JE-11675,non_standard
2024-11-08,1097.29,1097.29,0.0,6010,Payroll Tax Expense,Pacific Office Co,Routine purchase,JE-11676,standard
2024-10-08,1130.06,1130.06,0.0,6800,Insurance Expense,Quantum Software Inc,Reimbursement,JE-11677,non_standard
2024-11-08,495.44,495.44,0.0,6010,Payroll Tax Expense,Customer A Corp,Recurring charge,JE-11678,standard
2024-03-08,219.56,219.56,0.0,6300,Office Supplies,Vector IT Solutions,Routine purchase,JE-11679,non_standard
2024-07-12,2371.91,0.0,2371.91,4100,Service Revenue,Citywide Rentals LLC,Service rendered,JE-11680,non_standard
2024-06-14,1278.17,0.0,1278.17,4100,Service Revenue,Customer B LLC,,JE-11681,standard
2024-12-20,3655.86,0.0,3655.86,4100,Service Revenue,Customer D Industries,Supplies order,JE-11682,standard
2024-08-27,715.31,715.31,0.0,6600,Marketing Expense,Greenline Insurance,Vendor payment,JE-11683,non_standard
2024-01-17,6074.5,0.0,6074.5,2000,Accounts Payable,Reliant Repair Services,Equipment lease,JE-11684,standard
2024-10-25,3168.71,3168.71,0.0,6100,Rent Expense,Customer D Industries,Vendor payment,JE-11685,non_standard
2024-11-04,1961.47,1961.47,0.0,6400,Professional Fees,Pacific Office Co,Reimbursement,JE-11686,standard
2024-10-08,732.48,732.48,0.0,6500,Travel & Entertainment,Quantum Software Inc,Reimbursement,JE-11687,non_standard
2024-05-03,951.57,951.57,0.0,6800,Insurance Expense,Customer D Industries,Equipment lease,JE-11688,non_standard
2024-10-29,1486.87,1486.87,0.0,6600,Marketing Expense,Northstar Utilities,Reimbursement,JE-11689,non_standard
2024-11-22,4969.77,4969.77,0.0,6700,Software Subscriptions,Pacific Office Co,Service rendered,JE-11690,non_standard
2024-03-04,3509.44,0.0,3509.44,4100,Service Revenue,Standard Bank,Routine purchase,JE-11691,standard
2024-12-09,2991.78,2991.78,0.0,6100,Rent Expense,Citywide Rentals LLC,Recurring charge,JE-11692,non_standard
2024-12-14,1053.54,1053.54,0.0,6600,Marketing Expense,Customer C Holdings,Monthly invoice,JE-11693,non_standard
2024-09-01,3882.41,3882.41,0.0,5100,Inventory Purchases,Bayview Logistics,Service rendered,JE-11694,standard
2024-01-08,50.0,50.0,0.0,6300,Office Supplies,Northstar Utilities,Routine purchase,JE-11695,non_standard
2024-11-29,2585.16,2585.16,0.0,7000,Cash Disbursements,Citywide Rentals LLC,Supplies order,JE-11696,standard
2024-12-09,1552.76,1552.76,0.0,6400,Professional Fees,Greenline Insurance,Routine purchase,JE-11697,standard
2024-01-01,5935.77,5935.77,0.0,1200,Accounts Receivable,Customer C Holdings,Recurring charge,JE-11698,standard
2024-10-04,215.94,215.94,0.0,6400,Professional Fees,Customer D Industries,Service rendered,JE-11699,standard
2024-09-23,354.06,354.06,0.0,6700,Software Subscriptions,Vector IT Solutions,Recurring charge,JE-11700,non_standard
2024-11-10,886.55,886.55,0.0,6800,Insurance Expense,Citywide Rentals LLC,Equipment lease,JE-11701,non_standard
2024-04-18,2532.34,2532.34,0.0,7000,Cash Disbursements,Reliant Repair Services,Supplies order,JE-11702,standard
2024-11-10,1555.96,1555.96,0.0,1200,Accounts Receivable,Citywide Rentals LLC,Routine purchase,JE-11703,standard
2024-09-09,3834.91,0.0,3834.91,4000,Sales Revenue,Bayview Logistics,Reimbursement,JE-11704,standard
2024-06-18,1497.82,1497.82,0.0,6600,Marketing Expense,Customer D Industries,Equipment lease,JE-11705,non_standard
2024-05-24,5384.31,0.0,5384.31,4000,Sales Revenue,Bridgepoint Travel,Equipment lease,JE-11706,standard
2024-03-22,3103.0,3103.0,0.0,6100,Rent Expense,Summit Marketing Group,Routine purchase,JE-11707,non_standard
2024-02-27,1263.25,1263.25,0.0,6010,Payroll Tax Expense,Greenline Insurance,Monthly invoice,JE-11708,standard
2024-05-22,2367.9,0.0,2367.9,2000,Accounts Payable,Vector IT Solutions,Recurring charge,JE-11709,standard
2024-01-04,5029.28,0.0,5029.28,4100,Service Revenue,Citywide Rentals LLC,Supplies order,JE-11710,standard
2024-06-05,360.0,360.0,0.0,6500,Travel & Entertainment,Customer D Industries,Service rendered,JE-11711,non_standard
2024-09-21,408.36,408.36,0.0,5000,Cost of Goods Sold,Reliant Repair Services,Routine purchase,JE-11712,non_standard
2024-01-14,5765.31,0.0,5765.31,2000,Accounts Payable,Acme Supplies Inc,Vendor payment,JE-11713,standard
2024-10-02,2933.71,2933.71,0.0,6100,Rent Expense,Citywide Rentals LLC,Service rendered,JE-11714,non_standard
2024-12-27,4149.49,4149.49,0.0,7000,Cash Disbursements,Customer A Corp,Recurring charge,JE-11715,standard
2024-08-07,1823.76,1823.76,0.0,7000,Cash Disbursements,Vector IT Solutions,Service rendered,JE-11716,standard
2024-12-17,485.13,485.13,0.0,6200,Utilities Expense,Customer D Industries,Reimbursement,JE-11717,non_standard
2024-12-19,2645.1,0.0,2645.1,4100,Service Revenue,Reliant Repair Services,Service rendered,JE-11718,standard
2024-11-09,3522.78,3522.78,0.0,7000,Cash Disbursements,Bridgepoint Travel,Reimbursement,JE-11719,standard
2024-09-16,175.41,175.41,0.0,6200,Utilities Expense,Vector IT Solutions,Reimbursement,JE-11720,non_standard
2024-09-19,1059.94,1059.94,0.0,6800,Insurance Expense,Reliant Repair Services,,JE-11721,non_standard
2024-01-23,1379.95,1379.95,0.0,6500,Travel & Entertainment,Customer C Holdings,Reimbursement,JE-11722,non_standard
2024-09-29,1239.46,1239.46,0.0,6010,Payroll Tax Expense,Greenline Insurance,Supplies order,JE-11723,standard
2024-06-13,251.54,251.54,0.0,6200,Utilities Expense,Bayview Logistics,Subscription renewal,JE-11724,non_standard
2024-06-12,1085.83,1085.83,0.0,6800,Insurance Expense,Customer C Holdings,Equipment lease,JE-11725,non_standard
2024-02-19,4061.83,4061.83,0.0,6400,Professional Fees,Customer C Holdings,Routine purchase,JE-11726,standard
2024-07-08,231.53,231.53,0.0,6900,Repairs & Maintenance,Reliant Repair Services,Equipment lease,JE-11727,non_standard
2024-02-21,5102.1,5102.1,0.0,7000,Cash Disbursements,Customer B LLC,Equipment lease,JE-11728,standard
2024-06-01,1376.15,1376.15,0.0,6010,Payroll Tax Expense,Bridgepoint Travel,Equipment lease,JE-11729,standard
2024-09-12,2929.22,2929.22,0.0,5000,Cost of Goods Sold,Acme Supplies Inc,Routine purchase,JE-11730,non_standard
2024-08-26,5204.69,0.0,5204.69,4000,Sales Revenue,Bridgepoint Travel,Subscription renewal,JE-11731,standard
2024-05-06,1287.61,1287.61,0.0,6500,Travel & Entertainment,Customer A Corp,Equipment lease,JE-11732,non_standard
2024-12-12,3895.82,3895.82,0.0,5100,Inventory Purchases,Bayview Logistics,Recurring charge,JE-11733,standard
2024-11-22,542.89,542.89,0.0,6900,Repairs & Maintenance,Summit Marketing Group,Subscription renewal,JE-11734,non_standard
2024-01-27,1846.82,1846.82,0.0,6600,Marketing Expense,Apex Payroll Services,Service rendered,JE-11735,non_standard
2024-04-11,2945.73,2945.73,0.0,6100,Rent Expense,Maple Holdings Ltd #1915,Routine purchase,JE-11736,non_standard
2024-09-06,653.78,653.78,0.0,6900,Repairs & Maintenance,Pacific Office Co,Supplies order,JE-11737,non_standard
2024-07-15,5356.03,0.0,5356.03,2000,Accounts Payable,Bridgepoint Travel,Reimbursement,JE-11738,standard
2024-11-04,237.95,237.95,0.0,6500,Travel & Entertainment,Bridgepoint Travel,Vendor payment,JE-11739,non_standard
2024-01-03,732.06,732.06,0.0,6500,Travel & Entertainment,Customer A Corp,,JE-11740,non_standard
2024-12-18,565.95,565.95,0.0,6700,Software Subscriptions,Customer D Industries,Vendor payment,JE-11741,non_standard
2024-02-05,1748.5,1748.5,0.0,7000,Cash Disbursements,Vector IT Solutions,Monthly invoice,JE-11742,standard
2024-04-01,1082.29,1082.29,0.0,6800,Insurance Expense,Customer D Industries,Service rendered,JE-11743,non_standard
2024-01-29,1399.16,1399.16,0.0,6800,Insurance Expense,Standard Bank,Supplies order,JE-11744,non_standard
2024-11-11,60.69,60.69,0.0,6400,Professional Fees,Apex Payroll Services,Monthly invoice,JE-11745,standard
2024-03-28,2141.15,2141.15,0.0,7000,Cash Disbursements,Standard Bank,Recurring charge,JE-11746,standard
2024-06-25,3143.14,3143.14,0.0,6400,Professional Fees,Reliant Repair Services,Supplies order,JE-11747,standard
2024-11-22,4341.05,4341.05,0.0,7000,Cash Disbursements,Bridgepoint Travel,Service rendered,JE-11748,standard
2024-04-12,4582.72,4582.72,0.0,1200,Accounts Receivable,Customer D Industries,Equipment lease,JE-11749,standard
2024-02-13,2370.8,2370.8,0.0,6600,Marketing Expense,Standard Bank,Recurring charge,JE-11750,non_standard
2024-10-27,50.0,0.0,50.0,2000,Accounts Payable,Customer B LLC,Service rendered,JE-11751,standard
2024-05-05,2338.02,2338.02,0.0,5100,Inventory Purchases,Bridgepoint Travel,Equipment lease,JE-11752,standard
2024-08-11,629.01,629.01,0.0,6300,Office Supplies,Northstar Utilities,Equipment lease,JE-11753,non_standard
2024-08-06,105.11,105.11,0.0,6300,Office Supplies,Quantum Software Inc,Supplies order,JE-11754,non_standard
2024-08-13,786.97,786.97,0.0,6010,Payroll Tax Expense,Reliant Repair Services,Service rendered,JE-11755,standard
2024-06-19,764.6,764.6,0.0,6500,Travel & Entertainment,Bridgepoint Travel,Monthly invoice,JE-11756,non_standard
2024-11-09,5805.65,5805.65,0.0,1200,Accounts Receivable,Customer A Corp,Subscription renewal,JE-11757,standard
2024-08-02,1336.23,1336.23,0.0,6600,Marketing Expense,Standard Bank,Vendor payment,JE-11758,non_standard
